"ordinal","reviewClass","lane","id","team","slug","assetIndex","assetType","reason","before","splitParts","existingPartMatches","projectedPartsToCreate","projectedNetAssetChange","warnings","errors"
"241","manual","CND_manual_has_obvious_delimiter_use_other_lane","NYJ-2022-0290","tennessee-titans","2022-1st-round-pick-26th-overall-jermaine-johnson-and-2022-3rd-round-pick-101st-overall-je","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2022 2nd round pick (35th overall, Roger McCreary), 2022 3rd round pick (69th overall, Nicholas Petit-Frere) and 2022 5th round pick (163rd overall, Kyle Philips)","2022 2nd round pick (35th overall, Roger McCreary) || 2022 3rd round pick (69th overall, Nicholas Petit-Frere) || 2022 5th round pick (163rd overall, Kyle Philips)","","3","2","",""
"242","manual","CND_manual_asset_has_risk_flags","PHI-2022-0433","houston-texans","eagles-2022-04-28-houston-texans-0433","0","pick","asset risks: explanatory_or_contingent","2022 1st round pick (15th overall, Kenyon Green), 2022 4th round pick (124th overall subsequently traded, Cade York), 2022 5th round pick (162nd overall subsequently traded, Montrell Washington) and 2022 5th round pick (166th overall subsequently traded, Tycen Anderson)","2022 1st round pick (15th overall, Kenyon Green) || 2022 4th round pick (124th overall subsequently traded, Cade York) || 2022 5th round pick (162nd overall subsequently traded, Montrell Washington) || 2022 5th round pick (166th overall subsequently traded, Tycen Anderson)","","4","3","",""
"243","manual","CND_manual_has_obvious_delimiter_use_other_lane","MIN-2022-0287","indianapolis-colts","2022-2nd-round-pick-42nd-overall-andrew-booth-baltimore-indianapolis-colts-2022","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2022 2nd round pick (53rd overall, Alec Pierce), 2022 3rd round pick (77th overall, Bernhard Raimann) and 2022 6th round pick (192nd overall, Andrew Ogletree)","2022 2nd round pick (53rd overall, Alec Pierce) || 2022 3rd round pick (77th overall, Bernhard Raimann) || 2022 6th round pick (192nd overall, Andrew Ogletree)","","3","2","",""
"244","manual","CND_manual_asset_has_risk_flags","CAR-2022-0092","carolina-panthers","panthers-san-francisco-49ers-trade-2022-0092","0","pick","asset risks: explanatory_or_contingent","2023 2nd round pick (61st overall subsequently traded, Brenton Strange), 2023 3rd round pick (93rd overall subsequently traded, Darnell Washington), 2023 4th round pick (132nd overall subsequently traded, Nick Herbig) and 2024 5th round pick (166th overall subsequently traded, Tyrone Tracy)","2023 2nd round pick (61st overall subsequently traded, Brenton Strange) || 2023 3rd round pick (93rd overall subsequently traded, Darnell Washington) || 2023 4th round pick (132nd overall subsequently traded, Nick Herbig) || 2024 5th round pick (166th overall subsequently traded, Tyrone Tracy)","","4","3","",""
"245","manual","CND_manual_asset_has_risk_flags","MIN-2022-11-01-0302","minnesota-vikings","t-j-hockenson-detroit-lions-2022","0","pick","asset risks: explanatory_or_contingent","T.J. Hockenson, 2023 4th round pick (119th overall subsequently traded, Chamarri Conner) and 2024 4th round pick (129th overall subsequently traded, Isaac Guerendo)","2023 4th round pick (119th overall subsequently traded, Chamarri Conner) || 2024 4th round pick (129th overall subsequently traded, Isaac Guerendo)","","2","1","",""
"246","manual","CND_manual_asset_has_risk_flags","NYG-2023-0304","jacksonville-jaguars","2023-1st-round-pick-24th-overall-deonte-banks-jacksonville-jaguars-2023","0","pick","asset risks: explanatory_or_contingent","2023 1st round pick (25th overall subsequently traded, Dalton Kincaid), 2023 5th round pick (160th overall, Antonio Johnson) and 2023 7th round pick (240th overall, Derek Parish)","2023 1st round pick (25th overall subsequently traded, Dalton Kincaid) || 2023 5th round pick (160th overall, Antonio Johnson) || 2023 7th round pick (240th overall, Derek Parish)","","3","2","",""
"247","manual","CND_manual_asset_has_risk_flags","NYJ-2023-0296","new-york-jets","aaron-rodgers-2023-1st-round-pick-15th-overall-will-mcdonald-and-2023-5th-round-pick-170th","0","pick","asset risks: explanatory_or_contingent","Aaron Rodgers, 2023 1st round pick (15th overall, Will McDonald) and 2023 5th round pick (170th overall subsequently traded, Christopher Smith)","2023 1st round pick (15th overall, Will McDonald) || 2023 5th round pick (170th overall subsequently traded, Christopher Smith)","","2","1","",""
"248","manual","CND_manual_asset_has_risk_flags","NYJ-2023-0296","green-bay-packers","aaron-rodgers-2023-1st-round-pick-15th-overall-will-mcdonald-and-2023-5th-round-pick-170th","0","pick","asset risks: explanatory_or_contingent","2023 1st round pick (13th overall, Lukas Van Ness), 2023 2nd round pick (42nd overall, Luke Musgrave), 2023 6th round pick (207th overall, Anders Carlson) and 2024 2nd round pick (41st overall subsequently traded, Kool-Aid McKinstry)","2023 1st round pick (13th overall, Lukas Van Ness) || 2023 2nd round pick (42nd overall, Luke Musgrave) || 2023 6th round pick (207th overall, Anders Carlson) || 2024 2nd round pick (41st overall subsequently traded, Kool-Aid McKinstry)","","4","3","",""
"249","manual","CND_manual_asset_has_risk_flags","ARI-2023-0332","arizona-cardinals","cardinals-2023-04-27-houston-texans-2023-1st-round-pick-12th-overall-subsequently-traded-jahmyr","0","pick","asset risks: explanatory_or_contingent","2023 1st round pick (12th overall subsequently traded, Jahmyr Gibbs), 2023 2nd round pick (33rd overall subsequently traded, Will Levis), 2024 1st round pick (27th overall, Darius Robinson) and 2024 3rd round pick (90th overall, Elijah Jones)","2023 1st round pick (12th overall subsequently traded, Jahmyr Gibbs) || 2023 2nd round pick (33rd overall subsequently traded, Will Levis) || 2024 1st round pick (27th overall, Darius Robinson) || 2024 3rd round pick (90th overall, Elijah Jones)","","4","3","",""
"250","manual","CND_manual_asset_has_risk_flags","DET-2023-0397","detroit-lions","2023-1st-round-pick-12th-overall-jahmyr-gibbs-2023-2nd-round-pick-34th-overall-s","0","pick","asset risks: explanatory_or_contingent","2023 1st round pick (12th overall, Jahmyr Gibbs), 2023 2nd round pick (34th overall, Sam LaPorta) and 2023 5th round pick (168th overall subsequently traded, Owen Pappoe)","2023 1st round pick (12th overall, Jahmyr Gibbs) || 2023 2nd round pick (34th overall, Sam LaPorta) || 2023 5th round pick (168th overall subsequently traded, Owen Pappoe)","","3","2","",""
"251","manual","CND_manual_has_obvious_delimiter_use_other_lane","ARI-2023-0334","arizona-cardinals","cardinals-2023-04-28-tennessee-titans-2023-2nd-round-pick-41st-overall-bj-ojulari-2023-3rd-roun","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2023 2nd round pick (41st overall, BJ Ojulari), 2023 3rd round pick (72nd overall, Garrett Williams) and 2024 3rd round pick (71st overall, Isaiah Adams)","2023 2nd round pick (41st overall, BJ Ojulari) || 2023 3rd round pick (72nd overall, Garrett Williams) || 2024 3rd round pick (71st overall, Isaiah Adams)","","3","2","",""
"252","manual","CND_manual_has_obvious_delimiter_use_other_lane","DET-2023-0401","arizona-cardinals","2023-3rd-round-pick-96th-overall-brodric-martin-arizona-st-louis-cardinals-2023","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2023 4th round pick (122nd overall, Jon Gaines), 2023 5th round pick (139th overall, Clayton Tune) and 2023 5th round pick (168th overall, Owen Pappoe)","2023 4th round pick (122nd overall, Jon Gaines) || 2023 5th round pick (139th overall, Clayton Tune) || 2023 5th round pick (168th overall, Owen Pappoe)","","3","2","",""
"253","manual","CND_manual_asset_has_risk_flags","KC-2023-0279","detroit-lions","2023-2nd-round-pick-55th-overall-detroit-lions-2023","0","pick","asset risks: explanatory_or_contingent","2023 2nd round pick (63rd overall subsequently traded, Marvin Mims), 2023 4th round pick (122nd overall subsequently traded, Jon Gaines) and 2023 7th round pick (249th overall subsequently traded, Moro Ojomo)","2023 2nd round pick (63rd overall subsequently traded, Marvin Mims) || 2023 4th round pick (122nd overall subsequently traded, Jon Gaines) || 2023 7th round pick (249th overall subsequently traded, Moro Ojomo)","","3","2","",""
"254","manual","CND_manual_has_obvious_delimiter_use_other_lane","MIN-2023-04-28-0303","minnesota-vikings","draft-pick-trade-san-francisco-49ers-2023","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2023 3rd-round pick (#102 Mekhi Blackmon), 2023 5th-round pick (#164 Jaren Hall), and 2023 7th-round pick (#222 DeWayne McBride)","2023 3rd-round pick (#102 Mekhi Blackmon) || 2023 5th-round pick (#164 Jaren Hall), || 2023 7th-round pick (#222 DeWayne McBride)","","3","2","",""
"255","manual","CND_manual_asset_has_risk_flags","PHI-2023-0444","philadelphia-eagles","eagles-2023-04-28-houston-texans-0444","0","pick","asset risks: explanatory_or_contingent","2023 3rd round pick (65th overall, Tyler Steen), 2023 6th round pick (188th overall, Tanner McKee) and 2023 7th round pick (230th overall subsequently traded, Nick Broeker)","2023 3rd round pick (65th overall, Tyler Steen) || 2023 6th round pick (188th overall, Tanner McKee) || 2023 7th round pick (230th overall subsequently traded, Nick Broeker)","","3","2","",""
"256","manual","CND_manual_has_obvious_delimiter_use_other_lane","PHI-2023-0450","tennessee-titans","eagles-2023-10-23-tennessee-titans-0450","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","Terrell Edmunds, 2024 5th round pick (146th overall, Jarvis Brownlee) and 2024 6th round pick (182nd overall, Jha'Quan Jackson)","2024 5th round pick (146th overall, Jarvis Brownlee) || 2024 6th round pick (182nd overall, Jha'Quan Jackson)","","2","1","",""
"257","manual","CND_manual_asset_has_risk_flags","CAR-2024-0098","carolina-panthers","panthers-new-york-giants-trade-2024-0098","0","pick","asset risks: explanatory_or_contingent","2024 2nd round pick (39th overall subsequently traded, Braden Fiske), 2024 5th round pick (141st overall subsequently traded, Sedrick Van Pran-Granger) and 2025 5th round pick (140th overall, Cam Jackson)","2024 2nd round pick (39th overall subsequently traded, Braden Fiske) || 2024 5th round pick (141st overall subsequently traded, Sedrick Van Pran-Granger) || 2025 5th round pick (140th overall, Cam Jackson)","","3","2","",""
"258","manual","CND_manual_asset_has_risk_flags","SEA-2024-03-14-0230","seattle-seahawks","sam-howell-2024-4th-round-pick-102nd-overall-sub-washington-commanders-2024","2","pick","asset risks: explanatory_or_contingent","Sam Howell, 2024 4th round pick (102nd overall subsequently traded, Troy Franklin) and 2024 6th round pick (179th overall, Sataoa Laumea)","2024 4th round pick (102nd overall subsequently traded, Troy Franklin) || 2024 6th round pick (179th overall, Sataoa Laumea)","2024 6th round pick (179th overall, Sataoa Laumea) => [1] 2024 6th round pick (179th overall, Sataoa Laumea)","1","0","",""
"259","manual","CND_manual_asset_has_risk_flags","MIN-2024-0304","houston-texans","2024-1st-round-pick-23rd-overall-subsequently-traded-brian-thomas-houston-texans","0","pick","asset risks: explanatory_or_contingent","2024 2nd round pick (42nd overall, Kamari Lassiter), 2024 6th round pick (188th overall, Jamal Hill) and 2025 2nd round pick (56th overall subsequently traded, Ozzy Trapilo)","2024 2nd round pick (42nd overall, Kamari Lassiter) || 2024 6th round pick (188th overall, Jamal Hill) || 2025 2nd round pick (56th overall subsequently traded, Ozzy Trapilo)","","3","2","",""
"260","manual","CND_manual_asset_has_risk_flags","PIT-2024-0384","pittsburgh-steelers","2024-3rd-round-pick-98th-overall-payton-wilson-2025-7th-round-pick-223rd-overall-subsequently-traded-damien-martinez-philadelphia-eagles-2024","0","pick","asset risks: explanatory_or_contingent","2024 3rd round pick (98th overall, Payton Wilson), 2025 7th round pick (223rd overall subsequently traded, Damien Martinez) and 2025 7th round pick (229th overall, Donte Kent)","2024 3rd round pick (98th overall, Payton Wilson) || 2025 7th round pick (223rd overall subsequently traded, Damien Martinez) || 2025 7th round pick (229th overall, Donte Kent)","","3","2","",""
"261","manual","CND_manual_asset_has_risk_flags","BUF-2024-0335","houston-texans","2025-second-round-pick-houston-texans-2024","0","pick","asset risks: explanatory_or_contingent","Stefon Diggs, 2024 sixth-round pick (#189 overall), and 2025 fifth-round pick (#166 overall subsequently traded, Tory Horton)","2024 sixth-round pick (#189 overall), || 2025 fifth-round pick (#166 overall subsequently traded, Tory Horton)","","2","1","",""
"262","manual","CND_manual_asset_has_risk_flags","BUF-2024-0337","buffalo-bills","2024-1st-round-pick-32nd-overall-subsequently-traded-xavier-legette-2024-3rd-rou","0","pick","asset risks: explanatory_or_contingent","2024 1st round pick (32nd overall subsequently traded, Xavier Legette), 2024 3rd round pick (95th overall, DeWayne Carter) and 2024 7th round pick (221st overall, Travis Clayton)","2024 1st round pick (32nd overall subsequently traded, Xavier Legette) || 2024 3rd round pick (95th overall, DeWayne Carter) || 2024 7th round pick (221st overall, Travis Clayton)","","3","2","",""
"263","manual","CND_manual_has_obvious_delimiter_use_other_lane","BUF-2024-0337","kansas-city-chiefs","2024-1st-round-pick-32nd-overall-subsequently-traded-xavier-legette-2024-3rd-rou","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2024 1st round pick (28th overall, Xavier Worthy), 2024 4th round pick (133rd overall, Jaden Hicks) and 2024 7th round pick (248th overall, C.J. Hanson)","2024 1st round pick (28th overall, Xavier Worthy) || 2024 4th round pick (133rd overall, Jaden Hicks) || 2024 7th round pick (248th overall, C.J. Hanson)","","3","2","",""
"264","manual","CND_manual_asset_has_risk_flags","MIN-2024-0306","jacksonville-jaguars","2024-1st-round-pick-17th-overall-dallas-turner-jacksonville-jaguars-2024","0","pick","asset risks: explanatory_or_contingent","2024 1st round pick (23rd overall, Brian Thomas), 2024 5th round pick (167th overall, Keilan Robinson), 2025 3rd round pick (88th overall, Caleb Ransaw) and 2025 4th round pick (126th overall subsequently traded, Dylan Sampson)","2024 1st round pick (23rd overall, Brian Thomas) || 2024 5th round pick (167th overall, Keilan Robinson) || 2025 3rd round pick (88th overall, Caleb Ransaw) || 2025 4th round pick (126th overall subsequently traded, Dylan Sampson)","","4","3","",""
"265","manual","CND_manual_asset_has_risk_flags","MIN-2024-04-25-0312","new-york-jets","draft-pick-trade-new-york-jets-2024","0","pick","asset risks: explanatory_or_contingent","2024 1st round pick (11th overall, Olumuyiwa Fashanu), 2024 4th round pick (129th overall subsequently traded, Isaac Guerendo) and 2024 5th round pick (157th overall subsequently traded, Chau Smith-Wade)","2024 1st round pick (11th overall, Olumuyiwa Fashanu) || 2024 4th round pick (129th overall subsequently traded, Isaac Guerendo) || 2024 5th round pick (157th overall subsequently traded, Chau Smith-Wade)","","3","2","",""
"266","manual","CND_manual_asset_has_risk_flags","CAR-2024-0101","indianapolis-colts","panthers-indianapolis-colts-trade-2024-0101","0","pick","asset risks: explanatory_or_contingent","2024 2nd round pick (52nd overall, Adonai Mitchell), 2024 5th round pick (142nd overall, Anthony Gould) and 2024 5th round pick (155th overall subsequently traded, Jeremiah Trotter)","2024 2nd round pick (52nd overall, Adonai Mitchell) || 2024 5th round pick (142nd overall, Anthony Gould) || 2024 5th round pick (155th overall subsequently traded, Jeremiah Trotter)","","3","2","",""
"267","manual","CND_manual_asset_has_risk_flags","NO-2024-0335","green-bay-packers","saints-2024-04-26-green-bay-packers-2024-2nd-round-pick-41st-overall-kool-aid-mc","0","pick","asset risks: explanatory_or_contingent","2024 2nd round pick (45th overall, Edgerrin Cooper), 2024 5th round pick (168th overall subsequently traded, Javon Solomon) and 2024 6th round pick (190th overall subsequently traded, Dylan McMahon)","2024 2nd round pick (45th overall, Edgerrin Cooper) || 2024 5th round pick (168th overall subsequently traded, Javon Solomon) || 2024 6th round pick (190th overall subsequently traded, Dylan McMahon)","","3","2","",""
"268","manual","CND_manual_asset_has_risk_flags","RAM-2024-0535","carolina-panthers","2024-2nd-round-pick-39th-overall-braden-fiske-carolina-panthers-2024","0","pick","asset risks: explanatory_or_contingent","2024 2nd round pick (52nd overall subsequently traded, Adonai Mitchell), 2024 5th round pick (155th overall subsequently traded, Jeremiah Trotter) and 2025 2nd round pick (57th overall subsequently traded, Tate Ratledge)","2024 2nd round pick (52nd overall subsequently traded, Adonai Mitchell) || 2024 5th round pick (155th overall subsequently traded, Jeremiah Trotter) || 2025 2nd round pick (57th overall subsequently traded, Tate Ratledge)","","3","2","",""
"269","manual","CND_manual_has_obvious_delimiter_use_other_lane","WAS-2024-0456","washington-commanders","2024-2nd-round-pick-50th-overall-mike-sainristil-2024-2nd-round-pick-53rd-overall-ben-sinn","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2024 2nd round pick (50th overall, Mike Sainristil), 2024 2nd round pick (53rd overall, Ben Sinnott) and 2024 5th round pick (161st overall, Dominique Hampton)","2024 2nd round pick (50th overall, Mike Sainristil) || 2024 2nd round pick (53rd overall, Ben Sinnott) || 2024 5th round pick (161st overall, Dominique Hampton)","","3","2","",""
"270","manual","CND_manual_asset_has_risk_flags","WAS-2024-0456","philadelphia-eagles","2024-2nd-round-pick-50th-overall-mike-sainristil-2024-2nd-round-pick-53rd-overall-ben-sinn","0","pick","asset risks: explanatory_or_contingent","2024 2nd round pick (40th overall, Cooper DeJean), 2024 3rd round pick (78th overall subsequently traded, Calen Bullock) and 2024 5th round pick (152nd overall, Ainias Smith)","2024 2nd round pick (40th overall, Cooper DeJean) || 2024 3rd round pick (78th overall subsequently traded, Calen Bullock) || 2024 5th round pick (152nd overall, Ainias Smith)","","3","2","",""
"271","manual","CND_manual_asset_has_risk_flags","PHI-2024-0459","philadelphia-eagles","eagles-2024-04-27-detroit-lions-0459","0","pick","asset risks: explanatory_or_contingent","2024 5th round pick (164th overall subsequently traded, Jaylin Simpson), 2024 6th round pick (201st overall subsequently traded, Micah Abraham) and 2025 4th round pick (134th overall subsequently traded, Quandarrius Robinson)","2024 5th round pick (164th overall subsequently traded, Jaylin Simpson) || 2024 6th round pick (201st overall subsequently traded, Micah Abraham) || 2025 4th round pick (134th overall subsequently traded, Quandarrius Robinson)","","3","2","",""
"272","manual","CND_manual_has_obvious_delimiter_use_other_lane","SEA-2024-04-27-0231","seattle-seahawks","2024-4th-round-pick-121st-overall-aj-barner-20-denver-broncos-2024","3","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2024 4th round pick (121st overall, AJ Barner), 2024 5th round pick (136th overall, Nehemiah Pritchett) and 2024 6th round pick (207th overall, Michael Jerrell)","2024 4th round pick (121st overall, AJ Barner) || 2024 5th round pick (136th overall, Nehemiah Pritchett) || 2024 6th round pick (207th overall, Michael Jerrell)","2024 4th round pick (121st overall, AJ Barner) => [0] 2024 4th round pick (121st overall, AJ Barner) || 2024 5th round pick (136th overall, Nehemiah Pritchett) => [1] 2024 5th round pick (136th overall, Nehemiah Pritchett) || 2024 6th round pick (207th overall, Michael Jerrell) => [2] 2024 6th round pick (207th overall, Michael Jerrell)","0","-1","",""
"273","manual","CND_manual_asset_has_risk_flags","WAS-2024-0458","washington-commanders","2025-3rd-round-pick-79th-overall-subsequently-traded-jaylin-noel-2025-7th-round-pick-236th","0","pick","asset risks: explanatory_or_contingent","2025 3rd round pick (79th overall subsequently traded, Jaylin Noel), 2025 7th round pick (236th overall subsequently traded, LeQuint Allen) and 2025 7th round pick (248th overall subsequently traded, Moliki Matavao)","2025 3rd round pick (79th overall subsequently traded, Jaylin Noel) || 2025 7th round pick (236th overall subsequently traded, LeQuint Allen) || 2025 7th round pick (248th overall subsequently traded, Moliki Matavao)","","3","2","",""
"274","manual","CND_manual_has_obvious_delimiter_use_other_lane","NO-2024-0337","new-orleans-saints","saints-2024-11-05-washington-commanders-2025-3rd-round-pick-93rd-overall-jonas-s","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2025 3rd round pick (93rd overall, Jonas Sanker), 2025 4th round pick (131st overall, Quincy Riley) and 2025 6th round pick (184th overall, Devin Neal)","2025 3rd round pick (93rd overall, Jonas Sanker) || 2025 4th round pick (131st overall, Quincy Riley) || 2025 6th round pick (184th overall, Devin Neal)","","3","2","",""
"275","manual","CND_manual_asset_has_risk_flags","NYG-2025-0311","houston-texans","2025-1st-round-pick-25th-overall-jaxson-dart-houston-texans-2025","0","pick","asset risks: explanatory_or_contingent","2025 2nd round pick (34th overall, Jayden Higgins), 2025 3rd round pick (99th overall subsequently traded, Charles Grant) and 2026 3rd round pick (69th overall subsequently traded, Sam Roush)","2025 2nd round pick (34th overall, Jayden Higgins) || 2025 3rd round pick (99th overall subsequently traded, Charles Grant) || 2026 3rd round pick (69th overall subsequently traded, Sam Roush)","","3","2","",""
"276","manual","CND_manual_asset_has_risk_flags","WAS-2025-0462","houston-texans","laremy-tunsil-and-2025-4th-round-pick-128th-overall-jaylin-lane-houston-texans-2025","0","pick","asset risks: explanatory_or_contingent","2025 3rd round pick (79th overall, Jaylin Noel), 2025 7th round pick (236th overall subsequently traded, LeQuint Allen), 2026 2nd round pick (38th overall subsequently traded, Treydan Stukes) and 2026 4th round pick (106th overall, Febechi Nwaiwu)","2025 3rd round pick (79th overall, Jaylin Noel) || 2025 7th round pick (236th overall subsequently traded, LeQuint Allen) || 2026 2nd round pick (38th overall subsequently traded, Treydan Stukes) || 2026 4th round pick (106th overall, Febechi Nwaiwu)","","4","3","",""
"277","manual","CND_manual_asset_has_risk_flags","MIN-2025-03-18-0318","san-francisco-49ers","jordan-mason-san-francisco-49ers-2025","0","pick","asset risks: explanatory_or_contingent","2025 5th-round pick (#160 Marques Sigle) and 2026 6th-round pick (#198 later traded, Demond Claiborne)","2025 5th-round pick (#160 Marques Sigle) || 2026 6th-round pick (#198 later traded, Demond Claiborne)","","2","1","",""
"278","manual","CND_manual_asset_has_risk_flags","CLE-2025-0467","cleveland-browns","2025-5th-round-pick-166th-overall-subsequently-traded-tory-horton-and-a-2027-5th","0","pick","asset risks: explanatory_or_contingent","2025 5th round pick (166th overall subsequently traded, Tory Horton) and a 2027 5th round pick","2025 5th round pick (166th overall subsequently traded, Tory Horton) and a || 2027 5th round pick","","2","1","",""
"279","manual","CND_manual_asset_has_risk_flags","CLE-2025-0467","houston-texans","2025-5th-round-pick-166th-overall-subsequently-traded-tory-horton-and-a-2027-5th","0","pick","asset risks: explanatory_or_contingent","2025 6th round pick (179th overall subsequently traded, Ollie Gordon), 2025 6th round pick (216th overall subsequently traded, Jeremy Crawshaw) and 2025 7th round pick (255th overall, Luke Lachey)","2025 6th round pick (179th overall subsequently traded, Ollie Gordon) || 2025 6th round pick (216th overall subsequently traded, Jeremy Crawshaw) || 2025 7th round pick (255th overall, Luke Lachey)","","3","2","",""
"280","manual","CND_manual_has_obvious_delimiter_use_other_lane","JAX-2025-0108","jacksonville-jaguars","travis-hunter-cleveland-browns-2025","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2025 1st round pick (2nd overall, Travis Hunter), 2025 4th round pick (104th overall, Bhayshul Tuten) and 2025 6th round pick (200th overall, Rayuan Lane)","2025 1st round pick (2nd overall, Travis Hunter) || 2025 4th round pick (104th overall, Bhayshul Tuten) || 2025 6th round pick (200th overall, Rayuan Lane)","","3","2","",""
"281","manual","CND_manual_has_obvious_delimiter_use_other_lane","JAX-2025-0108","cleveland-browns","travis-hunter-cleveland-browns-2025","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2025 1st round pick (5th overall, Mason Graham), 2025 2nd round pick (36th overall, Quinshon Judkins), 2025 4th round pick (126th overall, Dylan Sampson) and 2026 1st round pick (24th overall, KC Concepcion)","2025 1st round pick (5th overall, Mason Graham) || 2025 2nd round pick (36th overall, Quinshon Judkins) || 2025 4th round pick (126th overall, Dylan Sampson) || 2026 1st round pick (24th overall, KC Concepcion)","","4","3","",""
"282","manual","CND_manual_has_obvious_delimiter_use_other_lane","BUF-2025-0343","buffalo-bills","2025-2nd-round-pick-41st-overall-t-j-sanders-2025-3rd-round-pick-72nd-overall-la","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2025 2nd round pick (41st overall, T.J. Sanders), 2025 3rd round pick (72nd overall, Landon Jackson) and 2025 7th round pick (240th overall, Kaden Prather)","2025 2nd round pick (41st overall, T.J. Sanders) || 2025 3rd round pick (72nd overall, Landon Jackson) || 2025 7th round pick (240th overall, Kaden Prather)","","3","2","",""
"283","manual","CND_manual_asset_has_risk_flags","BUF-2025-0343","chicago-bears","2025-2nd-round-pick-41st-overall-t-j-sanders-2025-3rd-round-pick-72nd-overall-la","0","pick","asset risks: explanatory_or_contingent","2025 2nd round pick (56th overall, Ozzy Trapilo), 2025 2nd round pick (62nd overall, Shemar Turner) and 2025 4th round pick (109th overall subsequently traded, Deone Walker)","2025 2nd round pick (56th overall, Ozzy Trapilo) || 2025 2nd round pick (62nd overall, Shemar Turner) || 2025 4th round pick (109th overall subsequently traded, Deone Walker)","","3","2","",""
"284","manual","CND_manual_asset_has_risk_flags","DEN-2025-04-25-0394","denver-broncos","2025-2nd-round-pick-57th-overall-subsequently-traded-tate-ratledge-2025-3rd-round-pick-74t","0","pick","asset risks: explanatory_or_contingent","2025 2nd round pick (57th overall subsequently traded, Tate Ratledge), 2025 3rd round pick (74th overall, Pat Bryant), 2025 4th round pick (111th overall subsequently traded, Ty Robinson) and 2025 7th round pick (230th overall subsequently traded, Dan Jackson)","2025 2nd round pick (57th overall subsequently traded, Tate Ratledge) || 2025 3rd round pick (74th overall, Pat Bryant) || 2025 4th round pick (111th overall subsequently traded, Ty Robinson) || 2025 7th round pick (230th overall subsequently traded, Dan Jackson)","","4","3","",""
"285","manual","CND_manual_asset_has_risk_flags","DEN-2025-04-25-0394","carolina-panthers","2025-2nd-round-pick-57th-overall-subsequently-traded-tate-ratledge-2025-3rd-round-pick-74t","0","pick","asset risks: explanatory_or_contingent","2025 2nd round pick (51st overall, Nic Scourton), 2025 3rd round pick (85th overall subsequently traded, Nohl Williams), 2025 4th round pick (122nd overall, Lathan Ransom) and 2025 6th round pick (208th overall, Jimmy Horn)","2025 2nd round pick (51st overall, Nic Scourton) || 2025 3rd round pick (85th overall subsequently traded, Nohl Williams) || 2025 4th round pick (122nd overall, Lathan Ransom) || 2025 6th round pick (208th overall, Jimmy Horn)","","4","3","",""
"286","manual","CND_manual_asset_has_risk_flags","DEN-2025-04-25-0396","philadelphia-eagles","2025-3rd-round-pick-101st-overall-sai-vion-jones-and-2025-4th-round-pick-134th-overall-qua","0","pick","asset risks: explanatory_or_contingent","2025 4th round pick (111th overall, Ty Robinson), 2025 4th round pick (130th overall subsequently traded, Malachi Moore) and 2025 6th round pick (191st overall, Myles Hinton)","2025 4th round pick (111th overall, Ty Robinson) || 2025 4th round pick (130th overall subsequently traded, Malachi Moore) || 2025 6th round pick (191st overall, Myles Hinton)","","3","2","",""
"287","manual","CND_manual_asset_has_risk_flags","JAX-2025-0109","jacksonville-jaguars","2025-3rd-round-pick-102nd-overall-subsequently-traded-detroit-lions-2025","0","pick","asset risks: explanatory_or_contingent","2025 3rd round pick (102nd overall subsequently traded, Tai Felton), 2026 3rd round pick (81st overall, Albert Regis) and 2026 3rd round pick (100th overall, Jalen Huskey)","2025 3rd round pick (102nd overall subsequently traded, Tai Felton) || 2026 3rd round pick (81st overall, Albert Regis) || 2026 3rd round pick (100th overall, Jalen Huskey)","","3","2","",""
"288","manual","CND_manual_asset_has_risk_flags","JAX-2025-0109","detroit-lions","2025-3rd-round-pick-102nd-overall-subsequently-traded-detroit-lions-2025","0","pick","asset risks: explanatory_or_contingent","2025 3rd round pick (70th overall, Isaac TeSlaa), 2025 6th round pick (182nd overall subsequently traded, Andres Borregales) and 2026 6th round pick (213th overall subsequently traded, Jordan van den Berg)","2025 3rd round pick (70th overall, Isaac TeSlaa) || 2025 6th round pick (182nd overall subsequently traded, Andres Borregales) || 2026 6th round pick (213th overall subsequently traded, Jordan van den Berg)","","3","2","",""
